date_of_stop,time_of_stop,agency,subagency,description,location,latitude,longitude,accident,belts,personal_injury,property_damage,fatal,commercial_license,hazmat,commercial_vehicle,alcohol,work_zone,state,vehicletype,year,make,model,color,violation_type,charge,article,contributed_to_accident,race,gender,driver_city,driver_state,dl_state,arrest_type,geolocation
2016-11-28,17:24:00,MCP,"4th district, Wheaton",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,NORBECK RD/LAYHILL RD,39.1214416666667,-77.0325866666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2015,CHEVROLET,CRUZE,SILVER,Warning,21-204(d),Transportation Article,false,WHITE,F,LAUREL,MD,MD,Q - Marked Laser,"(39.1214416666667, -77.0325866666667)"
2016-11-28,17:37:00,MCP,"4th district, Wheaton",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,NORBECK RD/LAYHILL RD,39.1216266666667,-77.0323533333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2010,HONDA,ACCORD,BLACK,Warning,21-204(d),Transportation Article,false,WHITE,M,LAUREL,MD,MD,A - Marked Patrol,"(39.1216266666667, -77.0323533333333)"
2016-11-28,17:38:00,MCP,"4th district, Wheaton",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,NORBECK RD/LAYHILL RD,39.1216266666667,-77.0323533333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2013,HONDA,CIVIC,SILVER,Warning,21-204(d),Transportation Article,false,HISPANIC,F,LAUREL,MD,MD,A - Marked Patrol,"(39.1216266666667, -77.0323533333333)"
2016-11-28,17:44:00,MCP,"4th district, Wheaton",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,NORBECK RD/LAYHILL RD,39.121355,-77.0326833333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2012,VOLKSWAGEN,PASSAT,WHITE,Warning,21-204(d),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.121355, -77.0326833333333)"
2016-11-28,18:00:00,MCP,"4th district, Wheaton",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,NORBECK RD/LAYHILL RD,39.1212616666667,-77.0328416666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2014,JEEP,4DR,SILVER,Warning,21-204(d),Transportation Article,false,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1212616666667, -77.0328416666667)"
2016-11-28,06:58:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ASPEN HILL RD @ FRANKFORT DR,39.0781183333333,-77.0810533333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,HONDA,PILOT,BLACK,Warning,21-201(a1),Transportation Article,false,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0781183333333, -77.0810533333333)"
2016-11-28,07:11:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ASPEN HILL RD @ FRANKFORT DR,39.0800766666667,-77.081085,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,SCION,XB,PURPLE,Warning,21-201(a1),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0800766666667, -77.081085)"
2016-11-28,09:46:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GEORGIA AVE/ I.C.C.  RAMP,39.1173233333333,-77.0712333333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2016,HONDA,ACCORD,MAROON,Warning,21-202(h1),Transportation Article,false,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol,"(39.1173233333333, -77.0712333333333)"
2016-11-28,07:23:00,MCP,"5th district, Germantown",FAILURE STOP AND YIELD AT THRU HWY,RT. 118 @ MIDDLEBROOK RD,39.1792133333333,-77.2667683333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2016,FORD,ESCAPE,GRAY,Warning,21-403(b),Transportation Article,false,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1792133333333, -77.2667683333333)"
2016-11-28,07:32:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,RT. 118 @ DAWSON FARM RD,39.1709283333333,-77.2780883333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,HOND,ACCORD,BLUE,Warning,21-801.1,Transportation Article,false,BLACK,F,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),"(39.1709283333333, -77.2780883333333)"
2016-11-28,09:39:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,FATHER HURLEY BLVD @ DAWSON FARM RD,39.174045,-77.2835866666667,false,true,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,TOYT,CAMRY,BLACK,Warning,21-801.1,Transportation Article,false,ASIAN,M,BOYDS,MD,MD,G - Marked Moving Radar (Stationary),"(39.174045, -77.2835866666667)"
2016-11-28,09:39:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FATHER HURLEY BLVD @ DAWSON FARM RD,39.174045,-77.2835866666667,false,true,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,TOYT,CAMRY,BLACK,Warning,16-112(c),Transportation Article,false,ASIAN,M,BOYDS,MD,MD,G - Marked Moving Radar (Stationary),"(39.174045, -77.2835866666667)"
2016-11-28,09:54:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,FATHER HURLEY BLVD @ SAWYER TER,39.1696716666667,-77.2831616666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2009,TOYT,CAMRY,GRAY,Warning,21-801.1,Transportation Article,false,HISPANIC,F,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),"(39.1696716666667, -77.2831616666667)"
2016-11-28,10:19:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CRYSTAL ROCK DR @ MIDDLEBROOK RD,39.1760816666667,-77.2636783333333,false,false,false,false,false,false,false,false,false,false,CT,02 - Automobile,2017,HYUN,ELANTRA,BLUE,Warning,21-201(a1),Transportation Article,false,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1760816666667, -77.2636783333333)"
2016-11-28,10:47:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,GREAT SENECA HWY @ FOUNTAIN CLUB DR,39.1595966666667,-77.2752816666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2011,NISS,MURANO,BROWN,Warning,21-801.1,Transportation Article,false,BLACK,F,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),"(39.1595966666667, -77.2752816666667)"
2016-11-28,10:58:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,GREAT SENECA HWY @ FOUNTAIN CLUB DR,39.1592233333333,-77.275285,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,HOND,PILOT,GRAY,Warning,21-801.1,Transportation Article,false,WHITE,F,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),"(39.1592233333333, -77.275285)"
2016-11-28,10:58:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GREAT SENECA HWY @ FOUNTAIN CLUB DR,39.1592233333333,-77.275285,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,HOND,PILOT,GRAY,Warning,13-409(b),Transportation Article,false,WHITE,F,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),"(39.1592233333333, -77.275285)"
2016-11-28,11:08:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,GREAT SENECA HWY @ FOUNTAIN CLUB DR,39.1611566666667,-77.2785733333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2016,SUBA,FORESTER,SILVER,Warning,21-801.1,Transportation Article,false,WHITE,F,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),"(39.1611566666667, -77.2785733333333)"
2014-02-24,13:04:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,NORBECK RD AND FIRESTONE DR,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2012,HONDA,CRV,BLACK,Warning,13-409(b),Transportation Article,false,WHITE,M,ELLICOTT CITY,MD,MD,Q - Marked Laser,
2016-11-28,12:56:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,RT. 118 @ DAWSON FARM RD,39.1750583333333,-77.2723233333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2013,MAZD,CX9,RED,Warning,21-801.1,Transportation Article,false,ASIAN,F,ROCKVILLE,MD,MD,G - Marked Moving Radar (Stationary),"(39.1750583333333, -77.2723233333333)"
2016-11-28,07:22:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/BURDETTE RD,38.990185,-77.1520666666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2003,HOND,4S,SILVER,Warning,21-201(a1),Transportation Article,false,ASIAN,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(38.990185, -77.1520666666667)"
2016-11-28,07:28:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIVER RD/BURDETTE RD,38.990185,-77.1520666666667,false,false,false,false,false,false,false,false,false,false,VA,02 - Automobile,2015,TOYOTA,COROLLA,BLACK,Warning,21-201(a1),Transportation Article,false,WHITE,M,ALEXANDRIA,VA,VA,A - Marked Patrol,"(38.990185, -77.1520666666667)"
2016-11-28,02:07:00,MCP,"2nd district, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,CONN AVE / DUNNELL DR,39.0248433333333,-77.0760216666667,false,false,false,false,false,true,false,false,false,false,MD,02 - Automobile,2016,KIA,4DR,SILVER,Warning,13-411(a),Transportation Article,false,BLACK,M,FORT WASHINGTON,MD,MD,A - Marked Patrol,"(39.0248433333333, -77.0760216666667)"
2016-11-28,02:31:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,I 495 OL  /  OLD GEORGETOWN RD,39.0158616666667,-77.1186216666667,false,false,false,false,false,false,false,false,false,false,VA,02 - Automobile,2014,TOYOTA,AVALON,BLACK,Warning,22-226(a),Transportation Article,false,ASIAN,M,MANASSAS,VA,VA,A - Marked Patrol,"(39.0158616666667, -77.1186216666667)"
2016-11-28,03:40:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,I 495  INNER LOOP / CONNECTICUT AVE,39.0141,-77.05993,false,false,false,false,false,false,false,false,false,false,VA,02 - Automobile,2004,ACURA,INTEGRA 2DR,GRAY,Warning,21-801.1,Transportation Article,false,OTHER,M,CENTREVILLE,VA,VA,A - Marked Patrol,"(39.0141, -77.05993)"
2016-11-28,03:59:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,I 495  OL / RIVER RD,38.9940233333333,-77.15825,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2010,HONDA,CIVIC,BLUE,Warning,21-801.1,Transportation Article,false,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9940233333333, -77.15825)"
2016-11-28,12:14:00,MCP,"4th district, Wheaton",DRIVER FAILING TO STOP AT RED SIGNAL BEFORE LEFT TURN.,GREAT SENECA HWY AND I370,39.1099083333333,-77.2115516666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,TOYT,SIENNA,GOLD,Warning,21-202(i2),Transportation Article,false,ASIAN,F,POTOMAC,MD,MD,A - Marked Patrol,"(39.1099083333333, -77.2115516666667)"
2016-11-28,10:17:00,MCP,"3rd district, Silver Spring",DRIVING ON LEFT SIDE OF ROADWAY IN POSTED NO PASSING ZONE MARKED BY PAVEMENT STRIPING,SB MILESTONE DRIVE @ STEWART LANE,39.0464333333333,-76.987345,false,false,false,false,false,false,false,false,false,false,MD,28 - Other,2005,HOND,SUV PILOT,N/A,Warning,21-307(c),Transportation Article,false,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0464333333333, -76.987345)"
2016-11-28,07:37:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GRAPEVINE RIDGE TER @ CLARKS CROSSING DR,39.2479616666667,-77.2703216666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,TOYOTA,RAV4,BLUE,Warning,16-112(c),Transportation Article,false,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.2479616666667, -77.2703216666667)"
2016-11-28,14:42:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,SUTTON PL @ SEMINARY ROAD,39.00836,-77.0415416666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,CHRYSLER,4DR,"BLUE, LIGHT",Warning,16-303(c),Transportation Article,false,ASIAN,M,LANCASTER,PA,MD,A - Marked Patrol,"(39.00836, -77.0415416666667)"
2016-11-28,14:42:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 7-106, 26-204, 26-206, 27-103",SUTTON PL @ SEMINARY ROAD,39.00836,-77.0415416666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,CHRYSLER,4DR,"BLUE, LIGHT",Warning,16-303(h),Transportation Article,false,ASIAN,M,LANCASTER,PA,MD,A - Marked Patrol,"(39.00836, -77.0415416666667)"
2016-11-28,13:08:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,SB I270 / FALLS RD,39.2554716666667,-77.22679,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,HYUN,4S,WHITE,Warning,21-801.1,Transportation Article,false,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.2554716666667, -77.22679)"
2016-11-28,13:08:00,MCP,"1st district, Rockville",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,SB I270 / FALLS RD,39.2554716666667,-77.22679,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,HYUN,4S,WHITE,Warning,21-310(a),Transportation Article,false,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.2554716666667, -77.22679)"
2012-08-31,15:50:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 72 MPH IN A POSTED 55 MPH ZONE,SB US 29 / BLACKBURN RD,39.1041720166667,-76.9332537833333,false,false,false,false,false,false,false,false,false,false,IA,02 - Automobile,1994,HONDA,ACCORD 4S,BLACK,Citation,21-801.1,Transportation Article,false,BLACK,M,MARSHALLTOWN,IA,IA,Q - Marked Laser,"(39.1041720166667, -76.9332537833333)"
2016-11-28,17:29:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,EAST WEST HWY/MAPLE AVE,38.9870833333333,-77.08394,false,false,false,false,false,false,false,false,false,false,CA,02 - Automobile,2008,HONDA,CRV,"GREEN, LGT",Warning,13-411(d),Transportation Article,false,WHITE,F,CHURCHTON,MD,DC,A - Marked Patrol,"(38.9870833333333, -77.08394)"
2016-11-28,17:29:00,MCP,"2nd district, Bethesda",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,EAST WEST HWY/MAPLE AVE,38.9870833333333,-77.08394,false,false,false,false,false,false,false,false,false,false,CA,02 - Automobile,2008,HONDA,CRV,"GREEN, LGT",Warning,13-401(b1),Transportation Article,false,WHITE,F,CHURCHTON,MD,DC,A - Marked Patrol,"(38.9870833333333, -77.08394)"
2016-11-28,17:29:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,EAST WEST HWY/MAPLE AVE,38.9870833333333,-77.08394,false,false,false,false,false,false,false,false,false,false,CA,02 - Automobile,2008,HONDA,CRV,"GREEN, LGT",Warning,13-401(h),Transportation Article,false,WHITE,F,CHURCHTON,MD,DC,A - Marked Patrol,"(38.9870833333333, -77.08394)"
2016-11-28,17:29:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,EAST WEST HWY/MAPLE AVE,38.9870833333333,-77.08394,false,false,false,false,false,false,false,false,false,false,CA,02 - Automobile,2008,HONDA,CRV,"GREEN, LGT",Warning,16-101(a),Transportation Article,false,WHITE,F,CHURCHTON,MD,DC,A - Marked Patrol,"(38.9870833333333, -77.08394)"
2016-11-28,12:52:00,MCP,"4th district, Wheaton","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",NB GEORGIA AVE AT GLENALLAN U TURN,39.0612066666667,-77.0529416666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2003,HONDA,ACCORD,GRAY,Warning,16-101(a),Transportation Article,false,HISPANIC,M,FALLS CHURCH,VA,VA,A - Marked Patrol,"(39.0612066666667, -77.0529416666667)"
2016-11-28,13:04:00,MCP,"4th district, Wheaton",EXCEEDING HIGHWAY WORK ZONE SPEED LIMIT,SB GEORGIA AVE AT URBANA DRIVE LA2,39.0612066666667,-77.0529416666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,TOYOTA,SCION,MAROON,Warning,21-802.1,Transportation Article,false,ASIAN,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.0612066666667, -77.0529416666667)"
2016-11-28,13:12:00,MCP,"4th district, Wheaton","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",SB GEORGIA AVE AT URBANA DRIVE LA2,39.0612066666667,-77.0529416666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2015,FORD,MUSTANG,BLACK,Warning,16-101(a),Transportation Article,false,ASIAN,F,CLARKSVILLE,MD,MD,Q - Marked Laser,"(39.0612066666667, -77.0529416666667)"
2016-11-28,13:12:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,SB GEORGIA AVE AT URBANA DRIVE LA2,39.0612066666667,-77.0529416666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2015,FORD,MUSTANG,BLACK,Warning,16-112(c),Transportation Article,false,ASIAN,F,CLARKSVILLE,MD,MD,Q - Marked Laser,"(39.0612066666667, -77.0529416666667)"
2016-11-28,13:42:00,MCP,"4th district, Wheaton",EXCEEDING HIGHWAY WORK ZONE SPEED LIMIT,SB GEORGIA AVE AT URBANA DRIVE LA2,39.0612166666667,-77.05288,false,false,false,false,false,false,false,false,false,false,MD,03 - Station Wagon,2009,BMW,SUV,BLACK,Warning,21-802.1,Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.0612166666667, -77.05288)"
2016-11-28,13:44:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,SB GEORGIA AVE AT URBANA DRIVE LA1,39.0612166666667,-77.05288,false,false,false,false,false,false,false,false,false,false,MD,03 - Station Wagon,2005,LEXUS,SUV,GRAY,Warning,21-801.1,Transportation Article,false,BLACK,F,ADELPHI,MD,MD,Q - Marked Laser,"(39.0612166666667, -77.05288)"
2016-11-28,13:44:00,MCP,"4th district, Wheaton",EXCEEDING HIGHWAY WORK ZONE SPEED LIMIT,SB GEORGIA AVE AT URBANA DRIVE LA1,39.0612166666667,-77.05288,false,false,false,false,false,false,false,false,false,false,MD,03 - Station Wagon,2005,LEXUS,SUV,GRAY,Warning,21-802.1,Transportation Article,false,BLACK,F,ADELPHI,MD,MD,Q - Marked Laser,"(39.0612166666667, -77.05288)"
2016-11-28,13:53:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,SB GEORGIA AVE AT URBANA DRIVE LA2,39.0612166666667,-77.05288,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2011,TOYOTA,CAMRY,GRAY,Warning,21-801.1,Transportation Article,false,BLACK,M,RIVERDALE,MD,MD,Q - Marked Laser,"(39.0612166666667, -77.05288)"
2016-11-28,13:53:00,MCP,"4th district, Wheaton",EXCEEDING HIGHWAY WORK ZONE SPEED LIMIT,SB GEORGIA AVE AT URBANA DRIVE LA2,39.0612166666667,-77.05288,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2011,TOYOTA,CAMRY,GRAY,Warning,21-802.1,Transportation Article,false,BLACK,M,RIVERDALE,MD,MD,Q - Marked Laser,"(39.0612166666667, -77.05288)"
2016-11-28,13:59:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,SB GEORGIA AVE AT URBANA DRIVE LA2,39.0613666666667,-77.0529033333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2001,TOYOTA,4S,GREEN,Warning,21-801.1,Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0613666666667, -77.0529033333333)"
2016-11-28,13:59:00,MCP,"4th district, Wheaton",EXCEEDING HIGHWAY WORK ZONE SPEED LIMIT,SB GEORGIA AVE AT URBANA DRIVE LA2,39.0613666666667,-77.0529033333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2001,TOYOTA,4S,GREEN,Warning,21-802.1,Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,"(39.0613666666667, -77.0529033333333)"
2016-11-28,11:58:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,SHADY GROVE RD @ BRIARDALE RD,39.134015,-77.1580716666667,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2016,INTL,TK,WHITE,Warning,13-411(d),Transportation Article,false,OTHER,M,WINDSOR MILL,MD,MD,A - Marked Patrol,"(39.134015, -77.1580716666667)"
2016-11-28,11:58:00,MCP,"1st district, Rockville",DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,SHADY GROVE RD @ BRIARDALE RD,39.134015,-77.1580716666667,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2016,INTL,TK,WHITE,Warning,13-401(d),Transportation Article,false,OTHER,M,WINDSOR MILL,MD,MD,A - Marked Patrol,"(39.134015, -77.1580716666667)"
2016-11-28,15:35:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,E VILLAGE AVE W/B & HARRON VALLEY WAY,39.1880916666667,-77.179475,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2016,CHEVY,PU,BLACK,Warning,13-409(b),Transportation Article,false,WHITE,M,BOYDS,MD,MD,Q - Marked Laser,"(39.1880916666667, -77.179475)"
2016-11-28,15:52:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,E VILLAGE AVE E/B & BAY POINT PL,39.1879266666667,-77.15898,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,TOYOTA,CAMRY,BLACK,Warning,21-801.1,Transportation Article,false,WHITE,F,DAMASCUS,MD,MD,A - Marked Patrol,"(39.1879266666667, -77.15898)"
2016-11-28,16:53:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,E VILLAGE AVE W/B & BAY POINT PL,39.1847433333333,-77.1765266666667,false,false,false,false,false,false,false,false,false,false,MD,03 - Station Wagon,2013,TOYOTA,HIGHLANDER,PURPLE,Warning,13-409(b),Transportation Article,false,WHITE,M,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser,"(39.1847433333333, -77.1765266666667)"
2016-11-28,10:25:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,E JEFFERSON ST AT CONGRESSIONAL LN,39.0627816666667,-77.1283266666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,BMW,525XI,SILVER,Warning,21-707(a),Transportation Article,false,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.0627816666667, -77.1283266666667)"
2016-11-28,10:37:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,PARKLAND DR @ FAROE PL,39.0705716666667,-77.0874933333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2010,HONDA,ACCORD,BLACK,Warning,21-707(a),Transportation Article,false,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0705716666667, -77.0874933333333)"
2016-11-28,10:37:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,PARKLAND DR @ FAROE PL,39.0705716666667,-77.0874933333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2010,HONDA,ACCORD,BLACK,Warning,21-201(a1),Transportation Article,false,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0705716666667, -77.0874933333333)"
2016-11-28,10:54:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,PARKLAND DR @ FAROE PL,39.070005,-77.0876,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,HONDA,ODYSSEY,"BLUE, DARK",Warning,21-201(a1),Transportation Article,false,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.070005, -77.0876)"
2016-11-28,10:54:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,PARKLAND DR @ FAROE PL,39.070005,-77.0876,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,HONDA,ODYSSEY,"BLUE, DARK",Warning,21-707(a),Transportation Article,false,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.070005, -77.0876)"
2016-11-28,11:23:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,PARKLAND DR @ FAROE PL,39.06467,-77.0896766666667,false,false,false,false,false,false,false,false,false,false,DC,02 - Automobile,2006,TOYOTA,HIGHLANDER,SILVER,Warning,21-801(a),Transportation Article,false,WHITE,M,ROCKVILLE,MD,DC,A - Marked Patrol,"(39.06467, -77.0896766666667)"
